timeframe,split,direction,horizon,event_semantics,comparison_scope,dynamic_event_count,dynamic_reversal_rate,dynamic_absolute_lift,shared_base_rate,dynamic_minus_quantile_lift,dynamic_minus_quantile_reversal_rate,vs_quantile_class,dynamic_minus_atr_lift,dynamic_minus_atr_reversal_rate,vs_atr_class
5m,DISCOVERY,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28829,0.53078497346422,0.03675639627322452,0.4940285771909955,-0.0053717978802353405,-0.0053717978802353405,SIMILAR,0.01847073726194104,0.01847073726194104,BETTER
5m,DISCOVERY,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28829,0.5373755593326165,0.043179464596003025,0.49419609473661347,-0.002951967654625909,-0.002951967654625909,SIMILAR,0.018129642197711293,0.018129642197711293,BETTER
5m,DISCOVERY,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28829,0.5238475146553817,0.03187164289249378,0.49197587176288793,-0.003201062380928432,-0.003201062380928432,SIMILAR,0.005231750332533425,0.005231750332533425,SIMILAR
5m,DISCOVERY,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28807,0.5422640330475231,0.045145005596834764,0.49711902745068837,0.007831414249741653,0.007831414249741653,SIMILAR,-0.005559273820916144,-0.005559273820916144,SIMILAR
5m,DISCOVERY,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28807,0.5491720762314715,0.04749188633743362,0.5016801898940378,0.0001824497998590413,0.0001824497998590413,SIMILAR,0.007103551693719012,0.007103551693719012,SIMILAR
5m,DISCOVERY,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28807,0.5552469885791648,0.052611106450724865,0.5026358821284399,0.00018447546190392128,0.00018447546190392128,SIMILAR,0.007263826645984239,0.007263826645984239,SIMILAR
5m,DISCOVERY,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,28807,0.5437220120109696,0.03803747878189412,0.5056845332290755,0.0018654516847522729,0.0018654516847522729,SIMILAR,-0.003994724814308848,-0.003994724814308848,SIMILAR
5m,VALIDATION,OB,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9214,0.5566529194703712,0.057843384631894645,0.49880953483847656,0.00627180773956626,0.00627180773956626,SIMILAR,-0.004148225021760377,-0.004148225021760377,SIMILAR
5m,VALIDATION,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9214,0.547319296722379,0.04957520051989428,0.4977440962024847,-0.0014815956367956185,-0.0014815956367956185,SIMILAR,-0.0003201882561617575,-0.0003201882561617575,SIMILAR
5m,VALIDATION,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9214,0.5484046016930757,0.05105892782776539,0.4973456738653103,0.0027641480771619653,0.0027641480771619653,SIMILAR,-0.001380806032246218,-0.001380806032246218,SIMILAR
5m,VALIDATION,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9214,0.532884740612112,0.03642400607555196,0.49646073453656003,0.001001490937451277,0.001001490937451277,SIMILAR,-0.009461468257702,-0.009461468257702,SIMILAR
5m,VALIDATION,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9251,0.5585342125175656,0.06051214490655593,0.4980220676110097,0.006288524054963052,0.006288524054963052,SIMILAR,-0.010291698413608441,-0.010291698413608441,WORSE
5m,VALIDATION,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9251,0.5585342125175656,0.058057091180514164,0.5004771213370515,0.004536241476340908,0.004536241476340908,SIMILAR,0.0019986428241012266,0.0019986428241012266,SIMILAR
5m,VALIDATION,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9251,0.5551832234353042,0.054039037474975515,0.5011441859603287,0.0021997317817028517,0.0021997317817028517,SIMILAR,-0.001063161758449338,-0.001063161758449338,SIMILAR
5m,VALIDATION,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,9250,0.5458378378378378,0.0432436118436933,0.5025942259941445,-2.4130383843301573e-06,-2.4130383843301573e-06,SIMILAR,-0.008030564186746414,-0.008030564186746414,SIMILAR
6H,DISCOVERY,OB,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,419,0.477326968973747,0.0034413318733417797,0.4738856371004052,-0.02491518349262073,-0.02491518349262073,WORSE,0.05044949861801579,0.05044949861801579,BETTER
6H,DISCOVERY,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,419,0.4343675417661098,-0.03522705282848476,0.46959459459459457,-0.02975801877200679,-0.02975801877200679,WORSE,0.027252917260180975,0.027252917260180975,BETTER
6H,DISCOVERY,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,419,0.49403341288782815,0.02355121369900437,0.4704821991888238,-0.00820873957853957,-0.00820873957853957,SIMILAR,0.027630250832492154,0.027630250832492154,BETTER
6H,DISCOVERY,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,419,0.477326968973747,0.02142802920383946,0.45589893976990753,0.004232798570159568,0.004232798570159568,SIMILAR,0.03859179110813432,0.03859179110813432,BETTER
6H,DISCOVERY,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,323,0.5851393188854489,0.05902495598585411,0.5261143628995948,0.005774239520369484,0.005774239520369484,SIMILAR,0.08299339613866774,0.08299339613866774,BETTER
6H,DISCOVERY,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,323,0.5572755417956656,0.027095361615485425,0.5301801801801802,-0.0035710190508951856,-0.0035710190508951856,SIMILAR,0.029378546087511115,0.029378546087511115,BETTER
6H,DISCOVERY,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,323,0.541795665634675,0.012277864823498796,0.5295178008111762,-0.016405392566383292,-0.016405392566383292,WORSE,-0.016144248528415117,-0.016144248528415117,WORSE
6H,DISCOVERY,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,323,0.5758513931888545,0.03220149470024636,0.5436498984886081,-0.01409569675823552,-0.01409569675823552,WORSE,0.03507886100001323,0.03507886100001323,BETTER
6H,VALIDATION,OB,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,128,0.4765625,-0.020104166666666645,0.49666666666666665,0.0007560483870967527,0.0007560483870967527,SIMILAR,0.061928353658536606,0.061928353658536606,BETTER
6H,VALIDATION,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,128,0.4375,-0.06583778371161553,0.5033377837116155,0.010080645161290314,0.010080645161290314,BETTER,0.08384146341463417,0.08384146341463417,BETTER
6H,VALIDATION,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,128,0.4765625,-0.021432152406417104,0.4979946524064171,-0.007308467741935498,-0.007308467741935498,SIMILAR,0.03753810975609756,0.03753810975609756,BETTER
6H,VALIDATION,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,128,0.421875,-0.07041205566733738,0.4922870556673374,-0.005544354838709686,-0.005544354838709686,SIMILAR,0.05602134146341464,0.05602134146341464,BETTER
6H,VALIDATION,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,114,0.5964912280701754,0.0931578947368421,0.5033333333333333,-0.005134788189987249,-0.005134788189987249,SIMILAR,0.018177975058127238,0.018177975058127238,BETTER
6H,VALIDATION,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,114,0.5263157894736842,0.029653573185299653,0.49666221628838453,-0.02652973898160038,-0.02652973898160038,WORSE,0.008243500317057673,0.008243500317057673,SIMILAR
6H,VALIDATION,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,114,0.5614035087719298,0.05939816117834695,0.5020053475935828,-0.007702182284980763,-0.007702182284980763,SIMILAR,-0.02895793701120275,-0.02895793701120275,WORSE
6H,VALIDATION,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,114,0.5087719298245614,0.0010589854918987562,0.5077129443326627,-0.019683354728284086,-0.019683354728284086,WORSE,-0.06954132318748674,-0.06954132318748674,WORSE
8H,DISCOVERY,OB,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,288,0.4652777777777778,-0.015160870710663243,0.48043864848844103,-0.006364013266998314,-0.006364013266998314,SIMILAR,0.04667312661498707,0.04667312661498707,BETTER
8H,DISCOVERY,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,288,0.4305555555555556,-0.031188216686437287,0.46174377224199287,-0.005265339966832483,-0.005265339966832483,SIMILAR,-0.015956072351421158,-0.015956072351421158,WORSE
8H,DISCOVERY,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,288,0.3993055555555556,-0.058261210023079435,0.457566765578635,-0.024575041459369784,-0.024575041459369784,WORSE,-0.02860142118863046,-0.02860142118863046,WORSE
8H,DISCOVERY,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,288,0.4270833333333333,-0.023436726102030736,0.45052005943536405,0.01514303482587065,0.01514303482587065,BETTER,-0.019428294573643423,-0.019428294573643423,WORSE
8H,DISCOVERY,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,226,0.5176991150442478,-0.0012694682396882095,0.518968583283936,-0.03599216012353745,-0.03599216012353745,WORSE,-0.0035130061678734226,-0.0035130061678734226,SIMILAR
8H,DISCOVERY,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,226,0.584070796460177,0.046111128607270735,0.5379596678529063,-0.003177525687473981,-0.003177525687473981,SIMILAR,-0.04623223384285324,-0.04623223384285324,WORSE
8H,DISCOVERY,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,226,0.5398230088495575,-0.0023134896667630356,0.5421364985163205,-0.0306467898081606,-0.0306467898081606,WORSE,-0.03593456690801833,-0.03593456690801833,WORSE
8H,DISCOVERY,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,225,0.56,0.010520059435364049,0.549479940564636,-0.03731543624161071,-0.03731543624161071,WORSE,-0.013170731707316974,-0.013170731707316974,WORSE
8H,VALIDATION,OB,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,79,0.45569620253164556,-0.030068922023514577,0.48576512455516013,-0.044303797468354444,-0.044303797468354444,WORSE,0.031038668285070237,0.031038668285070237,BETTER
8H,VALIDATION,OB,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,79,0.4936708860759494,-0.01524176989553011,0.5089126559714795,-0.02716244725738398,-0.02716244725738398,WORSE,0.027917461418415168,0.027917461418415168,BETTER
8H,VALIDATION,OB,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,79,0.4430379746835443,-0.05874773960217,0.5017857142857143,-0.004878691983122407,-0.004878691983122407,SIMILAR,0.03207907057395526,0.03207907057395526,BETTER
8H,VALIDATION,OB,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,79,0.4430379746835443,-0.032298348186410863,0.47533632286995514,-0.025712025316455722,-0.025712025316455722,WORSE,0.1374824191279887,0.1374824191279887,BETTER
8H,VALIDATION,OS,1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,85,0.5647058823529412,0.05047100690810136,0.5142348754448398,0.03209718670076722,0.03209718670076722,BETTER,0.12402791625124626,0.12402791625124626,BETTER
8H,VALIDATION,OS,3,FORECAST_REALIZATION,COMMON_ELIGIBILITY,85,0.5647058823529412,0.07450980392156864,0.49019607843137253,-0.04398976982097191,-0.04398976982097191,WORSE,0.022333000997008967,0.022333000997008967,BETTER
8H,VALIDATION,OS,5,FORECAST_REALIZATION,COMMON_ELIGIBILITY,85,0.5411764705882353,0.04296218487394954,0.4982142857142857,-0.04578005115089523,-0.04578005115089523,WORSE,0.10049850448654035,0.10049850448654035,BETTER
8H,VALIDATION,OS,10,FORECAST_REALIZATION,COMMON_ELIGIBILITY,85,0.5058823529411764,-0.018781324188868354,0.5246636771300448,-0.05933503836317133,-0.05933503836317133,WORSE,-0.03649052841475575,-0.03649052841475575,WORSE
